--------- beginning of main
01-06 15:26:17.532  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1386.0, y[0]=158.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5586467, downTime=5585309, deviceId=4, source=0x300008, displayId=-1, eventId=938320378 }
01-06 15:26:51.872  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=119.0, y[0]=144.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=583.0, y[1]=133.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620807, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=519212417 }
01-06 15:26:51.882  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=106.0, y[0]=144.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=575.0, y[1]=129.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620818, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=456454612 }
01-06 15:26:51.892  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=93.0, y[0]=144.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=556.0, y[1]=123.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620828, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=928571837 }
01-06 15:26:51.912  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=76.0, y[0]=138.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=534.0, y[1]=123.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620847, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=332648861 }
01-06 15:26:51.923  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=45.0, y[0]=138.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=492.0, y[1]=122.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620859, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=809882795 }
01-06 15:26:51.934  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=28.0, y[0]=137.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=476.0, y[1]=125.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620869, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=581540100 }
01-06 15:26:51.944  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=18.0, y[0]=134.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=464.0, y[1]=128.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620879, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=505364183 }
01-06 15:26:51.958  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=12.0, y[0]=131.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=455.0, y[1]=129.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620894, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=379078083 }
01-06 15:26:51.965  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=8.0, y[0]=113.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=441.0, y[1]=124.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620900, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=535158358 }
01-06 15:26:51.974  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_POINTER_UP(1), actionButton=0, id[0]=0, x[0]=433.0, y[0]=110.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=441.0, y[1]=124.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5620909, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=261982225 }
01-06 15:26:51.975  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=433.0, y[0]=110.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5620909, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=45148095 }
01-06 15:26:51.983  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=433.0, y[0]=110.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5620919, downTime=5620541, deviceId=4, source=0x300008, displayId=-1, eventId=503224543 }
01-06 15:26:52.651  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=1274.0, y[0]=76.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621586, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=72471484 }
01-06 15:26:52.652  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_POINTER_DOWN(1), actionButton=0, id[0]=0, x[0]=1274.0, y[0]=76.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=522.0, y[1]=84.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621586, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=110436779 }
01-06 15:26:52.661  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1274.0, y[0]=76.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=522.0, y[1]=84.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621596, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=619595786 }
01-06 15:26:52.672  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1274.0, y[0]=76.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=522.0, y[1]=83.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621607, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=688611114 }
01-06 15:26:52.693  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=512.0, y[0]=84.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=1213.0, y[1]=74.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621628, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=53425864 }
01-06 15:26:52.702  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=497.0, y[0]=84.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=1195.0, y[1]=74.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621637, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=854636423 }
01-06 15:26:52.713  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=485.0, y[0]=82.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=1180.0, y[1]=75.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621648, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=941099694 }
01-06 15:26:52.723  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=474.0, y[0]=81.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=1167.0, y[1]=76.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621658, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=666631966 }
01-06 15:26:52.740  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=462.0, y[0]=81.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=1155.0, y[1]=77.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621675, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=521796703 }
01-06 15:26:52.743  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=451.0, y[0]=80.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=1143.0, y[1]=78.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621678, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=891837436 }
01-06 15:26:52.753  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=438.0, y[0]=80.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=1060.0, y[1]=81.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621689, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=769219000 }
01-06 15:26:52.764  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1050.0, y[0]=81.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=349.0, y[1]=78.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621699, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=508756207 }
01-06 15:26:52.784  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=954.0, y[0]=80.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=274.0, y[1]=79.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621719, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=43185100 }
01-06 15:26:52.794  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=861.0, y[0]=79.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=187.0, y[1]=79.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621730, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=1025302999 }
01-06 15:26:52.805  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=786.0, y[0]=79.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=128.0, y[1]=69.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621740, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=213516031 }
01-06 15:26:52.815  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=111.0, y[0]=71.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=714.0, y[1]=78.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621750, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=485452006 }
01-06 15:26:52.831  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=94.0, y[0]=72.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=700.0, y[1]=78.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621766, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=354691163 }
01-06 15:26:52.835  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=0.0, y[0]=75.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=606.0, y[1]=78.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621770, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=668588713 }
01-06 15:26:52.846  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=0.0, y[0]=75.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=591.0, y[1]=75.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621781, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=187031792 }
01-06 15:26:52.855  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_POINTER_UP(1), actionButton=0, id[0]=0, x[0]=512.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=591.0, y[1]=75.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5621790, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=381203388 }
01-06 15:26:52.856  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=512.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621790, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=541454284 }
01-06 15:26:52.875  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=445.0, y[0]=78.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621811, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=621919877 }
01-06 15:26:52.886  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=437.0, y[0]=78.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621821, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=174466535 }
01-06 15:26:52.896  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=416.0, y[0]=76.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621831, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=219983211 }
01-06 15:26:52.906  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=322.0, y[0]=86.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621841, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=654839134 }
01-06 15:26:52.922  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=307.0, y[0]=83.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621857, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=284127417 }
01-06 15:26:52.926  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=292.0, y[0]=81.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621862, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=311508669 }
01-06 15:26:52.936  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=277.0, y[0]=79.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621872, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=229685261 }
01-06 15:26:52.947  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=186.0, y[0]=76.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621882, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=207340477 }
01-06 15:26:52.968  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=103.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621903, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=602260833 }
01-06 15:26:52.976  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=103.0, y[0]=77.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5621912, downTime=5621586, deviceId=4, source=0x300008, displayId=-1, eventId=845129839 }
01-06 15:26:53.805  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=835.0, y[0]=152.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622740, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=169624601 }
01-06 15:26:53.815  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=844.0, y[0]=152.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622750, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=267925244 }
01-06 15:26:53.825  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=844.0, y[0]=146.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622760, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=780806301 }
01-06 15:26:53.841  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=846.0, y[0]=143.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622777, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=779527903 }
01-06 15:26:53.846  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=848.0, y[0]=141.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622781, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=540454517 }
01-06 15:26:53.855  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=857.0, y[0]=144.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622791, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=207731898 }
01-06 15:26:53.867  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=866.0, y[0]=147.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622802, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=241466686 }
01-06 15:26:53.868  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_POINTER_DOWN(1), actionButton=0, id[0]=0, x[0]=866.0, y[0]=147.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=280.0, y[1]=77.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5622802, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=288149318 }
01-06 15:26:53.877  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=886.0, y[0]=148.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=284.0, y[1]=77.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5622812, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=1037035334 }
01-06 15:26:53.892  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=912.0, y[0]=149.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=381.0, y[1]=93.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5622827, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=679312412 }
01-06 15:26:53.897  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=933.0, y[0]=149.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=396.0, y[1]=89.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5622832, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=915058131 }
01-06 15:26:53.907  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_POINTER_UP(1), actionButton=0, id[0]=0, x[0]=1066.0, y[0]=171.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=396.0, y[1]=89.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=5622842, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=742922007 }
01-06 15:26:53.907  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1066.0, y[0]=171.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5622842, downTime=5622740, deviceId=4, source=0x300008, displayId=-1, eventId=348292058 }
